the_geom,FECHA_DE_I,TIPO_DE_IN,CODIGO_ARB,ESPECIE,NOMBRE_COM,MUNICIPIO,COMUNA,BARRIO,DIRECCION,LATITUD,LONGITUD,ESTRATO
POINT (-75.5648562 6.30176435),2023 Jan 16 12:00:00 AM,Poda de Mantenimiento,105.090.000.672,Terminalia catappa,"Almendro, almendrón, almendra, almendrillo",Medellín,Castilla,Girardot,Calle 104 N 64C-111.,"6,30176435","-75,5648562",3
POINT (-75.5658641 6.3017559),2023 Jan 04 12:00:00 AM,Poda de Mantenimiento,105.050.000.151,Persea americana,"Aguacate, cura, curo, palta, palto",Medellín,Castilla,Boyacá,Calle 104 N 64D-58,"6,3017559","-75,5658641",3
POINT (-75.550821 6.30175384),2023 Feb 10 12:00:00 AM,Poda de Mantenimiento,102.010.000.014,Pithecellobium dulce,"Chiminango, payandé, gallinero, acacia tunuda, azabache",Medellín,Santa Cruz,La Isla,"Carrera 48B N 111-95, inmediaciones polideportivo la isla","6,30175384","-75,550821",3
POINT (-75.5827687 6.30146686),2023 Dec 05 12:00:00 AM,Poda de Mantenimiento,106.100.000.005,Zygia longifolia,"Suribio, chíparo, achil, payandé, playero",Medellín,Doce de Octubre,Mirador del Doce,Calle 103A N 84A-17 Zona verde en frente de la dirección,"6,30146686","-75,5827687",3
POINT (-75.5703056 6.30144643),2023 Nov 23 12:00:00 AM,Poda de Mantenimiento,106.040.850.445,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Doce de Octubre,Pedregal,"Calle 104B N 70-67, al frente","6,30144643","-75,5703056",3
POINT (-75.5801104 6.30130723),2023 Sep 13 12:00:00 AM,Poda de Mantenimiento,106.030.870.160,Bambusa vulgaris,"Bambú, guadua amarilla, bambú amarillo",Medellín,Doce de Octubre,Doce de Octubre No.2,Carrera 82E N 101AA-18 pasando la calle,"6,30130723","-75,5801104",3
POINT (-75.5665 6.301298),2023 Jan 13 12:00:00 AM,Poda de Mantenimiento,105.090.000.693,Bunchosia armeniaca,"Ciruela, confite, ciruelo de perro , ciruelo, guaimaro, ciruelo peruano",Medellín,Castilla,Girardot,Calle 104 N 65-13,"6,301298","-75,5665",3
POINT (-75.5800183 6.30048014),2023 Sep 12 12:00:00 AM,Poda de Mantenimiento,106.030.720.009,Persea caerulea,"Aguacatillo, curomacho, chichacún, cuco, aguacate cimarrón, laurel aguacatillo",Medellín,Doce de Octubre,Doce de Octubre No.2,Calle 101 N 81-04,"6,30048014","-75,5800183",3
POINT (-75.5774711 6.30005153),2023 Nov 25 12:00:00 AM,Poda de Mantenimiento,106.030.560.118,Erythrina fusca,"Búcaro, chambul, cachimbo, pisamo",Medellín,Doce de Octubre,Doce de Octubre No.2,"Carrera 76B N 100E , Pista de trote Doce de Octubre","6,30005153","-75,5774711",3
POINT (-75.5737484 6.29998136),2023 Nov 28 12:00:00 AM,Poda de Mantenimiento,106.040.420.257,Spathodea campanulata,"Tulipán Africano, Miona",Medellín,Doce de Octubre,Pedregal,"Parque de los jubilados, entre Calle 102 y Calle 102B, con Carrera 74 y Carrera 72","6,29998136","-75,5737484",3
POINT (-75.5738219 6.29984951),2023 Nov 28 12:00:00 AM,Poda de Mantenimiento,106.040.420.255,Cecropia peltata,"Yarumo, Guarumo, yarumo blanco, yagrumo",Medellín,Doce de Octubre,Pedregal,"Parque de los jubilados, entre Calle 102 y Calle 102B, con Carrera 74 y Carrera 72","6,29984951","-75,5738219",3
POINT (-75.5775503 6.29983243),2023 Nov 24 12:00:00 AM,Poda de Mantenimiento,106.030.560.049,Cupressus lusitanica,"Cipres, pino, pino ciprés",Medellín,Doce de Octubre,Doce de Octubre No.2,"Carrera 76B N 100E , Pista de trote Doce de Octubre","6,29983243","-75,5775503",3
POINT (-75.5776843 6.29979826),2023 Nov 24 12:00:00 AM,Poda de Mantenimiento,106.030.560.112,Erythrina fusca,"Búcaro, chambul, cachimbo, pisamo",Medellín,Doce de Octubre,Doce de Octubre No.2,"Carrera 76B N 100E , Pista de trote Doce de Octubre","6,29979826","-75,5776843",3
POINT (-75.5739201 6.2997652),2023 Nov 28 12:00:00 AM,Poda de Mantenimiento,106.040.420.250,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Doce de Octubre,Pedregal,"Parque de los jubilados, entre Calle 102 y Calle 102B, con Carrera 74 y Carrera 72","6,2997652","-75,5739201",3
POINT (-75.5737063 6.29968313),2023 Nov 28 12:00:00 AM,Poda de Mantenimiento,106.040.420.209,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Doce de Octubre,Pedregal,"Parque de los jubilados, entre Calle 102 y Calle 102B, con Carrera 74 y Carrera 72","6,29968313","-75,5737063",3
POINT (-75.5731953 6.29967754),2023 Nov 27 12:00:00 AM,Poda de Mantenimiento,106.040.420.246,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Doce de Octubre,Pedregal,"Parque de los jubilados, entre Calle 102 y Calle 102B, con Carrera 74 y Carrera 72","6,29967754","-75,5731953",3
POINT (-75.5727239 6.29960958),2023 Nov 26 12:00:00 AM,Poda de Mantenimiento,106.040.500.143,Psidium guajava,"Guayabo, guayaba, guayaba común, guayaba dulce, guayaba manzana",Medellín,Doce de Octubre,Pedregal,"Parque de los jubilados, entre Calle 102 y Calle 102B, con Carrera 74 y Carrera 72","6,29960958","-75,5727239",3
POINT (-75.5736415 6.29957539),2023 Nov 28 12:00:00 AM,Poda de Mantenimiento,106.040.420.219,Hibiscus elatus,Rosa de mayo,Medellín,Doce de Octubre,Pedregal,"Parque de los jubilados, entre Calle 102 y Calle 102B, con Carrera 74 y Carrera 72","6,29957539","-75,5736415",3
POINT (-75.5715728 6.2995211),2023 Jun 02 12:00:00 AM,Poda de Mantenimiento,106.040.520.052,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Doce de Octubre,Pedregal,"Calle 103 N 71-58, acera de enfrente","6,2995211","-75,5715728",3
POINT (-75.5727888 6.29939922),2023 Nov 26 12:00:00 AM,Poda de Mantenimiento,106.040.500.122,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Doce de Octubre,Pedregal,"Parque de los jubilados, entre Calle 102 y Calle 102B, con Carrera 74 y Carrera 72","6,29939922","-75,5727888",3
POINT (-75.574842 6.29934178),2023 Nov 01 12:00:00 AM,Poda de Mantenimiento,106.040.350.627,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Doce de Octubre,Pedregal,Carrera 74 N 101B-11 pasando la calle,"6,29934178","-75,574842",3
POINT (-75.5664342 6.29912688),2023 Jan 16 12:00:00 AM,Poda de Mantenimiento,105.090.420.275,Syzygium malaccense,"Pero de agua, pomarroso, pomarroso brasilero, pomarroso brasileño, pomarrosa del Brasil, pera de malaca",Medellín,Castilla,Girardot,"Calle 103E N 64C-02, Interior, Zona Verde, Parque del Viento.","6,29912688","-75,5664342",3
POINT (-75.581005 6.29885835),2023 Nov 16 12:00:00 AM,Poda de Mantenimiento,106.030.490.272,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Doce de Octubre,Doce de Octubre No.2,Carrera 82G N 98C-16 pasando la calle,"6,29885835","-75,581005",3
POINT (-75.5810888 6.29877037),2023 Nov 16 12:00:00 AM,Poda de Mantenimiento,106.030.490.274,Tabebuia rosea,"Apamate, guayacán rosado, ocobo, roble, guayacán, guayacán morado",Medellín,Doce de Octubre,Doce de Octubre No.2,Carrera 82 entre la Calle 98CC y la Calle 98D,"6,29877037","-75,5810888",3
POINT (-75.5811438 6.29872172),2023 Nov 16 12:00:00 AM,Poda de Mantenimiento,106.030.490.275,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Doce de Octubre,Doce de Octubre No.2,Carrera 82 entre la Calle 98CC y la Calle 98D,"6,29872172","-75,5811438",3
POINT (-75.5824692 6.29842402),2023 Sep 14 12:00:00 AM,Poda de Mantenimiento,106.080.000.054,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Doce de Octubre,Picacho,"Calle 98A N 83-16, parque.","6,29842402","-75,5824692",1
POINT (-75.5837267 6.29805165),2023 Oct 30 12:00:00 AM,Poda de Mantenimiento,106.080.430.038,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Doce de Octubre,Picacho,Intersección Calle 97B con carrera 84 zona verde.,"6,29805165","-75,5837267",1
POINT (-75.583883 6.29803632),2023 Oct 30 12:00:00 AM,Poda de Mantenimiento,106.080.430.040,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Doce de Octubre,Picacho,Intersección Calle 97B con carrera 84 zona verde.,"6,29803632","-75,583883",1
POINT (-75.5650996 6.29380448),2023 Dec 04 12:00:00 AM,Poda de Mantenimiento,105.100.032.659,Bambusa vulgaris,"Bambú, guadua amarilla, bambú amarillo",Medellín,Castilla,Tricentenario,Carrera 63C N 96A-399 Costado Norte Bloque 45,"6,29380448","-75,5650996",3
POINT (-75.5772789 6.29341868),2023 Dec 03 12:00:00 AM,Poda de Mantenimiento,106.050.290.277,Spathodea campanulata,"Tulipán Africano, Miona",Medellín,Doce de Octubre,La Esperanza,Carrera 70 N 93-30,"6,29341868","-75,5772789",3
POINT (-75.5650681 6.29327746),2023 Jan 11 12:00:00 AM,Poda de Mantenimiento,105.100.032.427,Euphorbia tirucalli,"Coralito, quebradura, cactus",Medellín,Castilla,Tricentenario,"Carrera 63C N 96A-399, Bloque 45 Costado Este","6,29327746","-75,5650681",3
POINT (-75.5696523 6.29172708),2023 Dec 04 12:00:00 AM,Poda de Mantenimiento,105.110.000.475,Dypsis lutescens,Palma areca,Medellín,Castilla,Castilla,Carrera 63C N 96A-399 Costado Norte Bloque 45,"6,29172708","-75,5696523",3
POINT (-75.5905264 6.29123101),2023 Feb 13 12:00:00 AM,Poda de Mantenimiento,107.120.840.028,Zygia longifolia,"Suribio, chíparo, achil, payandé, playero",Medellín,Robledo,Aures No.2,Calle 86 N 92-60,"6,29123101","-75,5905264",3
POINT (-75.5455149 6.29106387),2023 Mar 27 12:00:00 AM,Poda de Mantenimiento,101.040.120.351,Syagrus romanzoffiana,"Palma reina, coco plumoso, palma de azúcar",Medellín,Popular,Granizal,"Calle 102 N 33D-181, al frente en el perímetro de la placa deportiva Granizal.","6,29106387","-75,5455149",2
POINT (-75.5628545 6.29035388),2023 Jan 03 12:00:00 AM,Poda de Mantenimiento,104.030.220.048,Sapindus saponaria,"Chumbimbo, jaboncillo, árbol de jabón, jabo, jabón, chambimbe",Medellín,Aranjuez,Palermo,Carrera 52 N 97-53.,"6,29035388","-75,5628545",3
POINT (-75.5668988 6.2889621),2023 Aug 03 12:00:00 AM,Poda de Mantenimiento,105.100.022.654,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Castilla,Tricentenario,"Calle 94A N 63A-80, Bloque 9, Parte Trasera","6,2889621","-75,5668988",3
POINT (-75.5669487 6.28890446),2023 Aug 03 12:00:00 AM,Poda de Mantenimiento,105.100.021.350,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Castilla,Tricentenario,"Calle 94A N 63A-80, Bloque 9, Parte Trasera","6,28890446","-75,5669487",3
POINT (-75.5663915 6.28888981),2023 Mar 16 12:00:00 AM,Poda de Mantenimiento,105.100.022.514,Fraxinus uhdei,"Urapán, fresno urapán, fresno",Medellín,Castilla,Tricentenario,"Calle 94A N 63A-80, Bloque 9, costado este","6,28888981","-75,5663915",3
POINT (-75.5637789 6.28884611),2023 Jan 26 12:00:00 AM,Poda de Mantenimiento,104.030.170.077,Pithecellobium dulce,"Chiminango, payandé, gallinero, acacia tunuda, azabache",Medellín,Aranjuez,Palermo,Carrera 54 N 95A-46,"6,28884611","-75,5637789",3
POINT (-75.5703978 6.28848),2023 Jun 13 12:00:00 AM,Poda de Mantenimiento,105.110.232.445,Persea caerulea,"Aguacatillo, curomacho, chichacún, cuco, aguacate cimarrón, laurel aguacatillo",Medellín,Castilla,Castilla,"Carrera 65 N 94-23, Separador Vial.","6,28848","-75,5703978",3
POINT (-75.5639773 6.2884342),2023 Jun 06 12:00:00 AM,Poda de Mantenimiento,104.030.170.079,Jacaranda mimosifolia,"Jacaranda, gualanday",Medellín,Aranjuez,Palermo,Carrera 54 N 95A-06,"6,2884342","-75,5639773",3
POINT (-75.5525871 6.28832681),2023 Mar 26 12:00:00 AM,Poda de Mantenimiento,101.060.000.138,Tabebuia rosea,"Apamate, guayacán rosado, ocobo, roble, guayacán, guayacán morado",Medellín,Popular,Villa Guadalupe,Carrera 45A N 96-68,"6,28832681","-75,5525871",3
POINT (-75.5886227 6.28832422),2023 Dec 18 12:00:00 AM,Poda de Mantenimiento,107.120.000.821,Ligustrum lucidum,"Ligustru, aligustre del japón",Medellín,Robledo,Aures No.2,Calle 80EE N 88A-22,"6,28832422","-75,5886227",3
POINT (-75.5525921 6.28828135),2023 Mar 26 12:00:00 AM,Poda de Mantenimiento,101.060.000.137,Pittosporum undulatum,Laurel Huesito,Medellín,Popular,Villa Guadalupe,Carrera 45A N 96-68,"6,28828135","-75,5525921",3
POINT (-75.5641402 6.28817978),2023 Mar 28 12:00:00 AM,Poda de Mantenimiento,104.030.100.409,Leucaena leucocephala,"Acacia blanca, leucaena, panelo, carbonero blanco, acacia forrajera",Medellín,Aranjuez,Palermo,"Carrera 54 N 94A, Desarrollo deportivo integral San Isidro borde de cancha sintética","6,28817978","-75,5641402",3
POINT (-75.5468777 6.28817023),2023 Jan 21 12:00:00 AM,Poda de Mantenimiento,101.050.000.422,Bougainvillea glabra,"Veranera, buganvil, curazao",Medellín,Popular,Moscú No.2,Calle 98B N 37-28.,"6,28817023","-75,5468777",3
POINT (-75.5526119 6.28777412),2023 Mar 26 12:00:00 AM,Poda de Mantenimiento,101.060.000.134,Pittosporum undulatum,Laurel Huesito,Medellín,Popular,Villa Guadalupe,"Carrera 45A N 96-17, al frente","6,28777412","-75,5526119",3
POINT (-75.5948922 6.28719093),2023 Jun 06 12:00:00 AM,Poda de Mantenimiento,107.130.810.058,Senna spectabilis,"Casia amarilla, velero, vainillo, cañafístolo, cañafístol, cañafístola macho",Medellín,Robledo,Aures No.1,"Calle 77D N 92A, esquina pasando calzada en zona verde","6,28719093","-75,5948922",3
POINT (-75.5496743 6.28690466),2023 Nov 29 12:00:00 AM,Poda de Mantenimiento,101.060.240.194,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,Popular,Villa Guadalupe,Carrera 42B N 95A-33 pasando la calle,"6,28690466","-75,5496743",3
POINT (-75.5640824 6.28671727),2023 Mar 27 12:00:00 AM,Poda de Mantenimiento,104.030.100.249,Erythrina poeppigiana,"Cambulo, Pisamo, Cachimbo",Medellín,Aranjuez,Palermo,"Calle 94A N 54-15, Desarrollo deportivo integral San Isidro pasando calzada en borde de canchas polideportivas","6,28671727","-75,5640824",3
POINT (-75.559974 6.28605176),2023 Jan 20 12:00:00 AM,Poda de Mantenimiento,104.020.000.775,Cupressus lusitanica,"Cipres, pino, pino ciprés",Medellín,Aranjuez,San Isidro,Calle 94 N 50D-40.,"6,28605176","-75,559974",3
POINT (-75.5620359 6.28603251),2023 Jan 19 12:00:00 AM,Poda de Mantenimiento,104.020.000.782,Pouteria sapota,Sapote costeño,Medellín,Aranjuez,San Isidro,Calle 94 N 51A-41,"6,28603251","-75,5620359",3
POINT (-75.5718903 6.28590302),2023 Dec 04 12:00:00 AM,Poda de Correccion,105.130.330.008,Malpighia glabra,"Huesito, cerezo, cereza, cerezo silvestre, cereza montañera, huesito glabra",Medellín,Castilla,Francisco Antonio Zea,Carrera 70 N 93-30,"6,28590302","-75,5718903",3
POINT (-75.5629625 6.28586418),2023 Jan 19 12:00:00 AM,Poda de Mantenimiento,104.020.000.725,Syzygium jambos,"Pomo, pomarroso, pomarrosa, pomarrosa común, pomorroso, pomorroso de castilla",Medellín,Aranjuez,San Isidro,Carrera 53 N 93-60,"6,28586418","-75,5629625",3
POINT (-75.5724282 6.28584975),2023 Jan 12 12:00:00 AM,Poda de Mantenimiento,105.130.340.022,Araucaria heterophylla,"Araucaria, Araucaria Real, pino de la isla de Norfolk",Medellín,Castilla,Francisco Antonio Zea,"Calle 92D N 66-29, al frente.","6,28584975","-75,5724282",3
POINT (-75.5596434 6.28579607),2023 Jan 19 12:00:00 AM,Poda de Mantenimiento,104.020.000.769,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Aranjuez,San Isidro,Calle 94 N 50B-39,"6,28579607","-75,5596434",3
POINT (-75.6041267 6.28579289),2023 Dec 27 12:00:00 AM,Poda de Mantenimiento,160.180.003.137,Cestrum nocturnum,"Don diego de nocheJazmín de noche, jazmín nocturno, caballero de la noche , azahar de la noche, dama de noche",Medellín,Corregimiento de San Cristóbal,Área de Expansión Pajarito,Calle 65BB N 97-07,"6,28579289","-75,6041267",3
POINT (-75.5596427 6.28577741),2023 Jan 19 12:00:00 AM,Poda de Mantenimiento,104.020.000.770,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Aranjuez,San Isidro,Carrera 50C N 93-102.,"6,28577741","-75,5596427",3
POINT (-75.5553231 6.28569964),2023 Jan 17 12:00:00 AM,Poda de Mantenimiento,104.010.000.366,Ricinus communis,Higuerillo,Medellín,Aranjuez,Berlin,"Calle 94 N 48, esquina","6,28569964","-75,5553231",3
POINT (-75.5562624 6.2855197),2023 Jan 19 12:00:00 AM,Poda de Mantenimiento,104.010.110.221,Samanea saman,"Samán, algarrobillo , árbol de lluvia , campano , samaguare , genizaro",Medellín,Aranjuez,Berlin,"Calle 94 N 49-40, al frente en el Parque Aranjuez","6,2855197","-75,5562624",3
POINT (-75.5945892 6.28549251),2023 Dec 14 12:00:00 AM,Poda de Mantenimiento,107.130.000.450,Euphorbia cotinifolia,"Manzanillo de cerca, liberal, lechero, lechero colorao, lechero rojo, lechero verde",Medellín,Robledo,Aures No.1,"Calle 76CB N 90DD-28, costado norte de la casa","6,28549251","-75,5945892",3
POINT (-75.5564498 6.28534341),2023 Jan 19 12:00:00 AM,Poda de Mantenimiento,104.010.110.130,Ficus benjamina,"Falso laurel, ficus, laurel, caucho benjamín",Medellín,Aranjuez,Berlin,"Carrera 49A N 93-83, al frente, Parque Aranjuez.","6,28534341","-75,5564498",3
POINT (-75.5565691 6.28532045),2023 Jan 19 12:00:00 AM,Poda de Mantenimiento,104.010.110.180,Melaleuca glauca,"Escobillón rojo, calistemo rojo, gusanillo, eucalipto de flor",Medellín,Aranjuez,Berlin,"Carrera 49A N 93-97, al frente en el parque Aranjuez","6,28532045","-75,5565691",3
POINT (-75.5562912 6.2853105),2023 Jan 19 12:00:00 AM,Poda de Mantenimiento,104.010.110.241,Hymenaea courbaril,"Algarrobo, algarrobillo, ámbar, copal, courbail",Medellín,Aranjuez,Berlin,"Carrera 49 N 93-76, al frente en el parque Aranjuez","6,2853105","-75,5562912",3
POINT (-75.6073873 6.28523296),2023 Oct 25 12:00:00 AM,Poda de Mantenimiento,160.180.003.099,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Corregimiento de San Cristóbal,Área de Expansión Pajarito,Carrera 97AB N 65-06,"6,28523296","-75,6073873",3
POINT (-75.5949628 6.28512495),2023 Dec 14 12:00:00 AM,Poda de Mantenimiento,107.130.000.350,Eugenia myrtifolia,Eugenio,Medellín,Robledo,Aures No.1,Calle 76CA N 90D-44.,"6,28512495","-75,5949628",3
POINT (-75.556394 6.28486336),2023 Jan 17 12:00:00 AM,Poda de Mantenimiento,104.010.110.188,Enterolobium cyclocarpum,"Piñon de oreja, orejero, piñón, orejón",Medellín,Aranjuez,Berlin,"Carrera 49A N 93-97, al frente en el parque Aranjuez","6,28486336","-75,556394",3
POINT (-75.5563993 6.28483903),2023 Jan 17 12:00:00 AM,Poda de Mantenimiento,104.010.110.187,Mangifera indica,"Mango, mango canime, mango chancleto, mango de azúcar, mango de chupa",Medellín,Aranjuez,Berlin,"Carrera 49A N 93-21, al frente en el parque Aranjuez","6,28483903","-75,5563993",3
POINT (-75.5555113 6.28480783),2023 Jan 17 12:00:00 AM,Poda de Mantenimiento,104.010.000.337,Bunchosia armeniaca,"Ciruela, confite, ciruelo de perro , ciruelo, guaimaro, ciruelo peruano",Medellín,Aranjuez,Berlin,Carrera 48 N 93-13.,"6,28480783","-75,5555113",3
POINT (-75.6086354 6.2846981),2023 Oct 25 12:00:00 AM,Poda de Mantenimiento,160.180.382.387,Eugenia myrtifolia,Eugenio,Medellín,Corregimiento de San Cristóbal,Área de Expansión Pajarito,"Carrera 115 con Calle 64B, Sendero peatonal","6,2846981","-75,6086354",3
POINT (-75.6058457 6.28465444),2023 Oct 25 12:00:00 AM,Poda de Mantenimiento,160.180.003.107,Dypsis lutescens,Palma areca,Medellín,Corregimiento de San Cristóbal,Área de Expansión Pajarito,Carrera 98 N 64F - 05,"6,28465444","-75,6058457",3
POINT (-75.589972 6.28456268),2023 Dec 19 12:00:00 AM,Poda de Mantenimiento,107.140.410.460,Bauhinia picta,"Casco de vaca, pata de vaca, pata de buey",Medellín,Robledo,Bello Horizonte,Calle 77DD con Carrera 87,"6,28456268","-75,589972",3
POINT (-75.6034739 6.28448151),2023 Dec 21 12:00:00 AM,Poda de Mantenimiento,107.230.000.574,Eugenia myrtifolia,Eugenio,Medellín,Robledo,Pajarito,"Carrera 94E N 65A-63, en la zona verde","6,28448151","-75,6034739",3
POINT (-75.6034722 6.28447585),2023 Dec 21 12:00:00 AM,Poda de Mantenimiento,107.230.000.575,Eugenia myrtifolia,Eugenio,Medellín,Robledo,Pajarito,"Carrera 94E N 65A-63, en la zona verde","6,28447585","-75,6034722",3
POINT (-75.5897745 6.28433373),2023 Dec 19 12:00:00 AM,Poda de Mantenimiento,107.140.410.529,Lagerstroemia speciosa,"Flor de reina, reina de las flores, astromelia, embrujo de la india, orgullo de la india, flor de la reina",Medellín,Robledo,Bello Horizonte,Calle 77DD con Carrera 87,"6,28433373","-75,5897745",3
